district,sub_district,town_name,town_total_population,slum_name,is_notified,households_approx,slum_population_approx,paved_roads_km,drainage_system_code,private_latrines_pit,private_latrines_flush,private_latrines_service,private_latrines_others,private_latrines_community,public_water_tap_points,electricity_domestic_conn,electricity_road_lighting_conn,electricity_others_conn,households_without_private_latrine_access_est,sanitation_gap_ratio
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,RAMABAI NAGAR,1,1182,5188,1,1,55,169,0,2,3,355,1051,95,0,955.0,0.808
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,JAI MALHAR SEVANAGAR GHATKOPAR,1,207,940,0.5,1,10,31,0,1,1,63,184,45,0,165.0,0.797
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,panchashil nagar bhatwadi,1,415,2100,1,1,23,69,0,2,2,125,369,95,0,321.0,0.773
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shiv sandesh chawl,2,47,210,0.02,2,3,6,0,0,1,15,42,0,0,37.0,0.787
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,yeshvant nagar vikroli,1,199,944,0.5,3,10,31,0,0,1,60,177,45,0,157.0,0.789
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,"pawarwadi ambedkar nagar,bhat wadi",1,575,2520,1,3,27,82,0,0,1,173,512,95,0,465.0,0.809
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,sidharth nagar bhatwadi,1,808,3544,1,3,38,116,0,0,2,243,719,95,0,652.0,0.807
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,saibaba nagar,1,119,540,0.5,3,6,15,0,0,1,36,106,45,0,97.0,0.815
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,amrut nagar tambenagar ghatkopar,1,235,1228,0.5,3,13,32,0,0,2,71,209,30,0,188.0,0.8
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,"lower depo pada,vokroli",1,1067,5056,1,3,54,165,0,0,1,320,949,95,0,847.0,0.794
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,"ramaji nagar,hanuman nagar  bhatwadi",1,1524,6688,1,2,71,218,0,0,0,458,1355,95,0,1235.0,0.81
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,L ward slum area,2,127348,584523,165,3,167,1086,0,1227,1182,104172,118842,16500,167,124913.0,0.981
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,F/S mahashvari mandir,1,25,110,0.02,3,2,3,0,0,0,8,23,0,0,20.0,0.8
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,maheshvari mandir,1,25,110,0.02,3,2,3,0,0,0,8,23,0,0,20.0,0.8
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shivneri tekadi,1,75,356,0.02,3,4,12,0,0,0,23,67,0,0,59.0,0.787
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,mu.kamgar zopadi  two,1,20,88,0.03,3,1,3,0,0,0,6,18,2,0,16.0,0.8
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,ramdut patra shed,1,19,84,0.03,3,1,3,0,0,0,6,17,2,0,15.0,0.789
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shahyadri coloney,1,83,376,0.02,3,4,13,0,0,0,25,74,0,0,66.0,0.795
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,dhabholkar addada,1,506,2300,1,3,25,2,0,0,0,152,450,95,0,479.0,0.947
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,hanuman nagar,1,67,292,0.02,3,4,1,0,0,0,21,60,0,0,62.0,0.925
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,bhau shinde patra chawl,1,65,284,0.02,3,3,8,0,0,0,20,58,0,0,54.0,0.831
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,mahatma gandhi vistar,1,821,3600,0.7,3,38,1,0,0,0,247,730,60,0,782.0,0.952
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,mahatma gandhi vasahat,1,456,2000,1,3,22,1,0,0,0,137,406,95,0,433.0,0.95
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,chandika sansthan,1,102,444,0.5,3,5,2,0,0,0,31,91,30,0,95.0,0.931
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,ramlaxman tekadi,1,179,844,0.5,3,9,3,0,0,0,54,160,45,0,167.0,0.933
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,new shivaji nagar,1,84,380,0.02,3,4,1,0,0,0,26,75,0,0,79.0,0.94
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,new shivaji nagar,1,83,380,0.02,3,4,1,0,0,0,25,74,0,0,78.0,0.94
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,hanuman tekadi,1,54,220,0.02,3,3,1,0,0,0,17,48,0,0,50.0,0.926
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,katra devi,1,123,556,0.5,3,6,7,0,0,0,37,110,45,0,110.0,0.894
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,tejukatha tekadi,1,92,437,0.5,3,5,1,0,0,0,28,82,30,0,86.0,0.935
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,saisadan and maheshvari vasahat saibaba path,1,118,518,0.5,3,6,1,0,0,0,36,105,45,0,111.0,0.941
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,tavaripada,1,403,2060,0.5,3,22,1,0,0,0,121,359,30,0,380.0,0.943
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,meghwadi,1,19,86,0.03,3,1,1,0,0,0,6,17,2,0,17.0,0.895
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,punam park,2,17,81,0.03,3,1,1,0,0,0,6,16,2,0,15.0,0.882
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,g.d.ambekar,2,23,108,0.02,3,2,2,0,0,0,7,21,0,0,19.0,0.826
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,jijamata zopadpatrti,2,3802,16690,2,3,176,1,0,0,0,1141,3380,175,0,3625.0,0.953
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,parshuram nagar kalachauki,2,965,4233,1,3,45,1,0,0,0,290,858,95,0,919.0,0.952
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,kamgar chawl,2,126,567,0.5,3,6,1,0,0,0,38,112,45,0,119.0,0.944
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,raigad nagar kalachauki,2,77,347,0.02,3,4,1,0,0,0,24,69,0,0,72.0,0.935
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,"lalitkala zopadpatti, kalachauki",2,16,75,0.03,3,1,1,0,0,0,5,15,2,0,14.0,0.875
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,wesatern india zopadpatti kala chauki,2,210,921,0.5,3,10,1,0,0,0,63,187,45,0,199.0,0.948
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,chatai chawl  kalachauki,2,618,2711,0.7,3,29,1,0,0,0,186,550,60,0,588.0,0.951
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,wadiya godown,2,131,594,0.5,3,7,1,0,0,0,40,117,45,0,123.0,0.939
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,zakeriya bander  T.J. Rd.,2,1043,5637,1,3,60,1,0,0,0,313,928,95,0,982.0,0.942
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,indira nagar kolsa bander shivadi E,2,1311,5751,1,3,61,185,0,0,0,394,1166,95,0,1065.0,0.812
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,foxberi cross Rd. shivadi e,2,278,1220,0.5,3,13,40,0,0,0,84,248,30,0,225.0,0.809
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,amanshanti nagar,2,86,374,0.02,3,4,12,0,0,0,26,77,0,0,70.0,0.814
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,fosberi rd. cottongreen e.,2,665,2917,0.7,3,31,93,0,0,0,200,592,60,0,541.0,0.814
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,jai shriram nagar  ray road,2,436,2074,0.7,3,22,67,0,0,2,131,388,60,0,345.0,0.791
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,hatmat coloney,1,132,543,0.5,3,6,21,0,0,0,40,118,45,0,105.0,0.795
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shivsena nagari shakha,1,548,2608,0.7,3,28,69,0,0,4,165,488,60,0,447.0,0.816
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,T.B. hopital samor footpath,2,420,2000,0.7,3,22,65,0,0,1,126,374,60,0,332.0,0.79
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,hitvardhak nagar g ward,1,536,2539,0.7,3,27,67,0,0,0,161,477,60,0,442.0,0.825
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,amba chawl  king compound,1,92,532,0.5,3,6,16,0,0,2,28,82,45,0,68.0,0.739
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,Maharashtra zopadi  paramanand wadi,1,77,350,0.5,3,4,17,0,0,1,24,69,30,0,55.0,0.714
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,"marwadi wadi three  ,four",1,408,2040,0.7,3,22,89,0,0,1,123,363,60,0,296.0,0.725
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,ganesh nagar s.lanjekar Rd.,1,899,3945,0.7,3,42,109,0,0,2,270,800,60,0,746.0,0.83
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,vageshvari nagar  lanjekar marg,1,1010,4783,0.7,3,51,127,0,0,1,303,898,60,0,831.0,0.823
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,"baiganwadi mankhurd, Deonar, Cheetah Camp Etc",1,118600,580000,12,3,1086,30449,0,22,240,17591,107926,480,0,86825.0,0.732
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,chembur,1,116,550,0.5,1,6,16,0,36,0,35,104,45,0,94.0,0.81
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,gavanpada,2,916,4020,0.7,3,43,105,0,0,5,91,815,60,0,763.0,0.833
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,ambedkarnagar,2,1611,7068,1,3,75,156,0,1,2,160,1432,95,0,1378.0,0.855
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,navgharpada,2,987,4550,1,3,48,94,0,0,3,98,878,95,0,842.0,0.853
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,avachit wadi  roshanlal chawl,2,254,1210,1,3,13,49,0,0,4,26,226,95,0,188.0,0.74
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,patilwadi,2,206,980,0.5,3,11,24,0,0,4,21,184,45,0,167.0,0.811
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,gavade vikas,2,132,600,0.5,3,7,19,0,0,4,14,118,45,0,102.0,0.773
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,patra chawl,2,433,1900,1,3,20,50,0,0,3,43,385,95,0,360.0,0.831
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,nanepada gaon,2,1379,6380,1,3,68,175,0,1,4,137,1226,95,0,1132.0,0.821
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,navghar tata coloney,2,955,4550,1,3,48,94,0,1,4,95,849,95,0,809.0,0.847
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,sajjan wadi,2,164,780,0.5,3,9,20,0,0,2,17,146,45,0,133.0,0.811
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,railwayline subway R.P.F.,2,302,1439,1,3,16,47,0,0,2,30,269,95,0,237.0,0.785
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,indiranagar one,2,744,3265,1,3,35,170,0,1,4,74,662,95,0,535.0,0.719
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,naik wadi janata vikas nagar,2,486,2131,1,3,23,67,0,0,2,49,432,95,0,394.0,0.811
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,"indira nagar two,three",2,3361,14750,1.5,3,156,337,0,2,10,333,2988,95,0,2858.0,0.85
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,ambedkar nagar,2,1343,7068,1,3,75,156,0,1,4,133,1194,95,0,1108.0,0.825
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shankar bhuvan,2,99,449,1,2,5,15,0,0,1,10,88,95,0,78.0,0.788
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,babu jagjivandas ram nagar,2,1876,8232,1,3,87,218,0,1,5,186,1668,95,0,1566.0,0.835
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,azad nagar,2,945,4145,1,3,44,111,0,1,5,94,840,95,0,785.0,0.831
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,"javahar tolkies,sanjay gandhi nagar",2,353,1680,1,3,18,42,0,1,4,35,314,95,0,289.0,0.819
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,olad eainad nagar,2,1049,4968,1,3,53,116,0,0,6,104,933,95,0,874.0,0.833
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,ramgad,2,1259,6000,1,3,64,156,0,0,20,125,1119,95,0,1019.0,0.809
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,tambe chawl,2,25,110,0.1,3,2,3,0,0,2,3,23,6,0,18.0,0.72
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shinde wadi,2,32,150,1,3,2,4,0,0,1,4,29,95,0,25.0,0.781
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,bhanoshi pada,2,179,812,0.5,3,9,25,0,0,3,18,160,45,0,142.0,0.793
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,vishva shanti shakar nagar,2,207,986,0.5,3,11,29,0,0,4,21,184,45,0,163.0,0.787
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,harijan coloney,2,320,1310,1,3,14,35,0,0,3,32,285,95,0,268.0,0.838
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,jummataili chawl,2,187,850,0.5,3,9,23,0,0,4,19,167,45,0,151.0,0.807
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,nilkant nagar,2,299,1425,1,3,15,38,0,0,3,30,266,95,0,243.0,0.813
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shrikrushna nagar,2,75,325,1,3,4,9,0,0,2,8,67,95,0,60.0,0.8
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,tegappa proparty,2,17,80,0.03,3,1,2,0,0,2,2,16,2,0,12.0,0.706
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,amarnagar,2,1711,7509,1,3,80,307,0,3,6,170,1521,95,0,1318.0,0.77
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,khindipada,2,681,2987,1,3,32,95,0,0,5,68,606,95,0,549.0,0.806
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shambhaji nagar,2,991,4346,1,3,46,108,0,1,4,99,881,95,0,833.0,0.841
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,hanumanpada,2,1731,7595,1,3,80,195,0,1,6,172,1539,95,0,1450.0,0.838
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,mulund coloney,2,843,3700,1,3,39,112,0,1,6,84,750,95,0,686.0,0.814
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,panshil nagar,2,531,2328,1,3,25,29,0,0,4,53,472,95,0,473.0,0.891
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,ganeshpada,2,608,2667,1,3,29,31,0,0,0,61,541,95,0,548.0,0.901
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,ramabai pada,2,285,1295,1,3,14,28,0,0,4,29,254,95,0,239.0,0.839
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,sainath wadi,2,158,750,0.5,3,8,20,0,0,3,16,141,45,0,127.0,0.804
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,malbarhill,2,315,1500,1,3,16,65,0,0,8,32,280,95,0,226.0,0.717
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,moti nagar,2,117,530,0.5,3,6,14,0,0,2,12,104,45,0,95.0,0.812
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shankar tekadi,2,858,4159,1,3,44,103,0,0,8,85,763,95,0,703.0,0.819
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,jagruti society,1,1026,4500,1,2,48,85,0,3,0,600,912,95,0,893.0,0.87
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,mogarapada  mase wadi,1,697,3300,1,3,35,78,0,0,0,600,620,95,0,584.0,0.838
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,sahargaon/marol pipe line,1,13183,57869,5,2,610,916,0,0,75,1306,11718,95,0,11582.0,0.879
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,arekhar mandir mage,2,38,177,1,2,2,5,0,0,1,12,34,95,0,30.0,0.789
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,"gogi nagar,indiranagar",2,4273,18755,1.5,2,198,488,0,0,1,1282,3798,95,0,3586.0,0.839
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,sunder nagar,1,1532,6725,1,2,71,750,0,0,1,460,1362,95,0,710.0,0.463
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,balgovind nagar,1,263,1250,1,2,14,33,0,0,1,79,234,95,0,215.0,0.817
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,shubhash nagar (I),1,650,3740,1,2,40,98,0,0,1,195,578,95,0,511.0,0.786
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,tripathi nagar ramnath yadav chawl,1,2066,9065,1,2,96,236,0,0,1,620,1837,95,0,1733.0,0.839
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,durga nagar,1,1367,6210,1,2,66,162,0,0,1,410,1215,95,0,1138.0,0.832
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,sariput nagar prajapur pada,1,1357,5955,1,2,63,155,0,0,0,407,1207,95,0,1139.0,0.839
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,durga seva sangh,1,1094,5210,1,2,55,66,0,0,1,329,973,95,0,972.0,0.888
Mumbai/Mumbai Suburban,Area not under any Sub-district,Greater Mumbai (M Corp.) (Part),9356962,sarvodayanagark/e,1,1370,6225,1,2,66,204,0,0,1,411,1218,95,0,1099.0,0.802
